codigo municipio,id_provincia,nombre,slug,provincia,ccaa,lon,lat
47118,47,Piñel de Abajo,pinel-de-abajo,Valladolid,Castilla y León,-4.146898,41.6742214,
47119,47,Piñel de Arriba,pinel-de-arriba,Valladolid,Castilla y León,-4.1280287,41.6988393,
47121,47,Pollos,pollos,Valladolid,Castilla y León,-5.1262689,41.4435367,
47122,47,Portillo,portillo,Valladolid,Castilla y León,-4.5863041,41.4781557,
47123,47,Pozal de Gallinas,pozal-de-gallinas,Valladolid,Castilla y León,-4.8358614,41.3180091,
47124,47,Pozaldez,pozaldez,Valladolid,Castilla y León,-4.8446154,41.3714714,
47125,47,Pozuelo de la Orden,pozuelo-de-la-orden,Valladolid,Castilla y León,-5.2586497,41.8212339,
47126,47,Puras,puras,Valladolid,Castilla y León,-4.6498783,41.1831511,
47127,47,Quintanilla de Arriba,quintanilla-de-arriba,Valladolid,Castilla y León,-4.2176381,41.6196953,
47129,47,Quintanilla de Onésimo,quintanilla-de-onesimo,Valladolid,Castilla y León,-4.3629363,41.6245538,
47130,47,Quintanilla de Trigueros,quintanilla-de-trigueros,Valladolid,Castilla y León,-4.6595662,41.8548125,
47128,47,Quintanilla del Molar,quintanilla-del-molar,Valladolid,Castilla y León,-5.4496073,41.9892645,
47131,47,Rábano,rabano,Valladolid,Castilla y León,-4.0612416,41.5327889,
47132,47,Ramiro,ramiro,Valladolid,Castilla y León,-4.7856649,41.2283778,
47133,47,Renedo de Esgueva,renedo-de-esgueva,Valladolid,Castilla y León,-4.6288938,41.6546101,
47134,47,Roales de Campos,roales-de-campos,Valladolid,Castilla y León,-5.4738491,42.0307094,
47135,47,Robladillo,robladillo,Valladolid,Castilla y León,-4.9101062,41.6078105,
47137,47,Roturas,roturas,Valladolid,Castilla y León,-4.1187565,41.6677673,
47138,47,Rubí de Bracamonte,rubi-de-bracamonte,Valladolid,Castilla y León,-4.9240584,41.2140915,
47139,47,Rueda,rueda,Valladolid,Castilla y León,-4.957104,41.41413,
47140,47,Saelices de Mayorga,saelices-de-mayorga,Valladolid,Castilla y León,-5.2064432,42.2113537,
47141,47,Salvador de Zapardiel,salvador-de-zapardiel,Valladolid,Castilla y León,-4.8747546,41.1170781,
47142,47,San Cebrián de Mazote,san-cebrian-de-mazote,Valladolid,Castilla y León,-5.146814,41.6809,
47143,47,San Llorente,san-llorente,Valladolid,Castilla y León,-4.0689066,41.68571,
47144,47,San Martín de Valvení,san-martin-de-valveni,Valladolid,Castilla y León,-4.5315029,41.7610068,
47145,47,San Miguel del Arroyo,san-miguel-del-arroyo,Valladolid,Castilla y León,-4.4606661,41.4437651,
47146,47,San Miguel del Pino,san-miguel-del-pino,Valladolid,Castilla y León,-4.910755,41.5093733,
47147,47,San Pablo de la Moraleja,san-pablo-de-la-moraleja,Valladolid,Castilla y León,-4.7775729,41.1600552,
47148,47,San Pedro de Latarce,san-pedro-de-latarce,Valladolid,Castilla y León,-5.3246285,41.7357226,
47149,47,San Pelayo,san-pelayo,Valladolid,Castilla y León,-5.0341761,41.6795593,
47150,47,San Román de Hornija,san-roman-de-hornija,Valladolid,Castilla y León,-5.2847709,41.480658,
47151,47,San Salvador,san-salvador,Valladolid,Castilla y León,-5.0870986,41.6204269,
47156,47,San Vicente del Palacio,san-vicente-del-palacio,Valladolid,Castilla y León,-4.8514154,41.2196772,
47152,47,Santa Eufemia del Arroyo,santa-eufemia-del-arroyo,Valladolid,Castilla y León,-5.2677908,41.8938845,
47153,47,Santervás de Campos,santervas-de-campos,Valladolid,Castilla y León,-5.1002203,42.2179665,
47154,47,Santibáñez de Valcorba,santibanez-de-valcorba,Valladolid,Castilla y León,-4.449727,41.5707958,
47155,47,Santovenia de Pisuerga,santovenia-de-pisuerga,Valladolid,Castilla y León,-4.6902558,41.6937789,
47157,47,Sardón de Duero,sardon-de-duero,Valladolid,Castilla y León,-4.4342872,41.6087567,
47158,47,"Seca, La",seca-la,Valladolid,Castilla y León,-4.9078352,41.4155961,
47159,47,Serrada,serrada,Valladolid,Castilla y León,-4.8621998,41.4579476,
47160,47,Siete Iglesias de Trabancos,siete-iglesias-de-trabancos,Valladolid,Castilla y León,-5.186226,41.3534228,
47161,47,Simancas,simancas,Valladolid,Castilla y León,-4.8300298,41.5909697,
47162,47,Tamariz de Campos,tamariz-de-campos,Valladolid,Castilla y León,-5.0240973,41.9765307,
47163,47,Tiedra,tiedra,Valladolid,Castilla y León,-5.2645259,41.6540243,
47164,47,Tordehumos,tordehumos,Valladolid,Castilla y León,-5.1575429,41.8152783,
47165,47,Tordesillas,tordesillas,Valladolid,Castilla y León,-4.9987459,41.5015353,
47169,47,Torre de Esgueva,torre-de-esgueva,Valladolid,Castilla y León,-4.1993838,41.7680156,
47170,47,Torre de Peñafiel,torre-de-penafiel,Valladolid,Castilla y León,-4.0883935,41.5371291,
47166,47,Torrecilla de la Abadesa,torrecilla-de-la-abadesa,Valladolid,Castilla y León,-5.0865497,41.4845968,
47167,47,Torrecilla de la Orden,torrecilla-de-la-orden,Valladolid,Castilla y León,-5.2253625,41.2190007,
47168,47,Torrecilla de la Torre,torrecilla-de-la-torre,Valladolid,Castilla y León,-5.050436,41.6676605,
47171,47,Torrelobatón,torrelobaton,Valladolid,Castilla y León,-5.0250649,41.6490527,
47172,47,Torrescárcela,torrescarcela,Valladolid,Castilla y León,-4.3199148,41.4847067,
47173,47,Traspinedo,traspinedo,Valladolid,Castilla y León,-4.4767572,41.5759777,
47174,47,Trigueros del Valle,trigueros-del-valle,Valladolid,Castilla y León,-4.650847,41.8288251,
47175,47,Tudela de Duero,tudela-de-duero,Valladolid,Castilla y León,-4.5811439,41.5843293,
47176,47,"Unión de Campos, La",union-de-campos-la,Valladolid,Castilla y León,-5.3272431,42.0770835,
47177,47,Urones de Castroponce,urones-de-castroponce,Valladolid,Castilla y León,-5.2821582,42.0995121,
47178,47,Urueña,uruena,Valladolid,Castilla y León,-5.2012251,41.7283353,
47179,47,Valbuena de Duero,valbuena-de-duero,Valladolid,Castilla y León,-4.2923948,41.6425041,
47180,47,Valdearcos de la Vega,valdearcos-de-la-vega,Valladolid,Castilla y León,-4.0479902,41.643055,
47181,47,Valdenebro de los Valles,valdenebro-de-los-valles,Valladolid,Castilla y León,-4.9695085,41.8551581,
47182,47,Valdestillas,valdestillas,Valladolid,Castilla y León,-4.7711002,41.4793852,
47183,47,Valdunquillo,valdunquillo,Valladolid,Castilla y León,-5.3135179,42.0413233,
47186,47,Valladolid,valladolid,Valladolid,Castilla y León,-4.726986,41.642167,
47184,47,Valoria la Buena,valoria-la-buena,Valladolid,Castilla y León,-4.5321473,41.8000754,
47185,47,Valverde de Campos,valverde-de-campos,Valladolid,Castilla y León,-5.0371025,41.8348702,
47187,47,Vega de Ruiponce,vega-de-ruiponce,Valladolid,Castilla y León,-5.1151968,42.1883789,
47188,47,Vega de Valdetronco,vega-de-valdetronco,Valladolid,Castilla y León,-5.1138943,41.5930253,
47189,47,Velascálvaro,velascalvaro,Valladolid,Castilla y León,-4.9727563,41.2301731,
47190,47,Velilla,velilla,Valladolid,Castilla y León,-5.0045952,41.5592304,
47191,47,Velliza,velliza,Valladolid,Castilla y León,-4.9464542,41.5794897,
47192,47,Ventosa de la Cuesta,ventosa-de-la-cuesta,Valladolid,Castilla y León,-4.8293819,41.4107926,
47193,47,Viana de Cega,viana-de-cega,Valladolid,Castilla y León,-4.7510397,41.5257347,
47195,47,Villabáñez,villabanez,Valladolid,Castilla y León,-4.5228042,41.6311437,
47196,47,Villabaruz de Campos,villabaruz-de-campos,Valladolid,Castilla y León,-4.9954965,42.0099046,
47197,47,Villabrágima,villabragima,Valladolid,Castilla y León,-5.115848,41.8220989,
47198,47,Villacarralón,villacarralon,Valladolid,Castilla y León,-5.0436063,42.1890832,
47199,47,Villacid de Campos,villacid-de-campos,Valladolid,Castilla y León,-5.1243148,42.0819984,
47200,47,Villaco,villaco,Valladolid,Castilla y León,-4.2679502,41.740033,
47203,47,Villafrades de Campos,villafrades-de-campos,Valladolid,Castilla y León,-4.9708076,42.0776399,
47204,47,Villafranca de Duero,villafranca-de-duero,Valladolid,Castilla y León,-5.301756,41.4324714,
47205,47,Villafrechós,villafrechos,Valladolid,Castilla y León,-5.2175331,41.8918449,
47206,47,Villafuerte,villafuerte,Valladolid,Castilla y León,-4.3224823,41.7324079,
47207,47,Villagarcía de Campos,villagarcia-de-campos,Valladolid,Castilla y León,-5.1966598,41.7812793,
47208,47,Villagómez la Nueva,villagomez-la-nueva,Valladolid,Castilla y León,-5.1425553,42.1563724,
47209,47,Villalán de Campos,villalan-de-campos,Valladolid,Castilla y León,-5.2364561,42.015233,
47210,47,Villalar de los Comuneros,villalar-de-los-comuneros,Valladolid,Castilla y León,-5.1386461,41.5495882,
47211,47,Villalba de la Loma,villalba-de-la-loma,Valladolid,Castilla y León,-5.1907905,42.1751378,
47212,47,Villalba de los Alcores,villalba-de-los-alcores,Valladolid,Castilla y León,-4.859194,41.8635887,
47213,47,Villalbarba,villalbarba,Valladolid,Castilla y León,-5.212314,41.6041661,
47214,47,Villalón de Campos,villalon-de-campos,Valladolid,Castilla y León,-5.0348832,42.0988354,
47215,47,Villamuriel de Campos,villamuriel-de-campos,Valladolid,Castilla y León,-5.2077478,41.9473398,
47216,47,Villán de Tordesillas,villan-de-tordesillas,Valladolid,Castilla y León,-4.9214624,41.5926999,
47217,47,Villanubla,villanubla,Valladolid,Castilla y León,-4.8411971,41.6992471,
47218,47,Villanueva de Duero,villanueva-de-duero,Valladolid,Castilla y León,-4.8659945,41.518873,
47219,47,Villanueva de la Condesa,villanueva-de-la-condesa,Valladolid,Castilla y León,-5.0956631,42.1486076,
47220,47,Villanueva de los Caballeros,villanueva-de-los-caballeros,Valladolid,Castilla y León,-5.2488573,41.7590608,
47221,47,Villanueva de los Infantes,villanueva-de-los-infantes-valladolid,Valladolid,Castilla y León,-4.4819074,41.703944,
47222,47,Villanueva de San Mancio,villanueva-de-san-mancio,Valladolid,Castilla y León,-5.0110952,41.9288716,
47223,47,Villardefrades,villardefrades,Valladolid,Castilla y León,-5.2547326,41.7234204,
47224,47,Villarmentero de Esgueva,villarmentero-de-esgueva,Valladolid,Castilla y León,-4.5463259,41.6852582,
47225,47,Villasexmir,villasexmir,Valladolid,Castilla y León,-5.0647485,41.6390557,
47226,47,Villavaquerín,villavaquerin,Valladolid,Castilla y León,-4.4625968,41.6636636,
47227,47,Villavellid,villavellid,Valladolid,Castilla y León,-5.2769333,41.6925992,
47228,47,Villaverde de Medina,villaverde-de-medina,Valladolid,Castilla y León,-5.0247475,41.3080527,
47229,47,Villavicencio de los Caballeros,villavicencio-de-los-caballeros,Valladolid,Castilla y León,-5.2358035,42.059083,
47194,47,Viloria,viloria,Valladolid,Castilla y León,-4.3809257,41.4493214,
47230,47,Wamba,wamba,Valladolid,Castilla y León,-4.9175686,41.6749687,
47231,47,Zaratán,zaratan,Valladolid,Castilla y León,-4.783399,41.6576216,
47232,47,"Zarza, La",zarza-la-valladolid,Valladolid,Castilla y León,-4.727982,41.6263489,
48001,48,Abadiño,abadino,Bizkaia,País Vasco,-2.6112624,43.1510298,
48002,48,Abanto y Ciérvana-Abanto Zierbena,abanto-y-ciervana-abanto-zierbena,Bizkaia,País Vasco,-3.0842199,43.3167276,
48911,48,Ajangiz,ajangiz,Bizkaia,País Vasco,-2.6636066,43.3033795,
48912,48,Alonsotegi,alonsotegi,Bizkaia,País Vasco,-2.9894319,43.2452387,
48003,48,Amorebieta-Etxano,amorebieta-etxano,Bizkaia,País Vasco,-2.733068,43.2204692,
48004,48,Amoroto,amoroto,Bizkaia,País Vasco,-2.514842,43.3260444,
48005,48,Arakaldo,arakaldo,Bizkaia,País Vasco,-2.9354543,43.1528173,
48006,48,Arantzazu,arantzazu,Bizkaia,País Vasco,-2.7912765,43.1568847,
48093,48,Areatza,areatza,Bizkaia,País Vasco,-2.7697412,43.121255,
48009,48,Arrankudiaga,arrankudiaga,Bizkaia,País Vasco,-2.9194681,43.1720817,
48914,48,Arratzu,arratzu,Bizkaia,País Vasco,-2.6338156,43.3137218,
48010,48,Arrieta,arrieta,Bizkaia,País Vasco,-2.7689657,43.3416751,
48011,48,Arrigorriaga,arrigorriaga,Bizkaia,País Vasco,-2.8888912,43.2097447,
48023,48,Artea,artea,Bizkaia,País Vasco,-2.7842053,43.1324732,
48008,48,Artzentales,artzentales,Bizkaia,País Vasco,-3.2281983,43.2357466,
48091,48,Atxondo,atxondo,Bizkaia,País Vasco,-2.5832703,43.131605,
48070,48,Aulesti,aulesti,Bizkaia,País Vasco,-2.5619215,43.2972564,
48012,48,Bakio,bakio,Bizkaia,País Vasco,-2.8126769,43.427173,
48090,48,Balmaseda,balmaseda,Bizkaia,País Vasco,-3.1986805,43.1924561,
48013,48,Barakaldo,barakaldo,Bizkaia,País Vasco,-2.9862029,43.2969875,
48014,48,Barrika,barrika,Bizkaia,País Vasco,-2.9648237,43.4067611,
48015,48,Basauri,basauri,Bizkaia,País Vasco,-2.8912652,43.2353175,
48092,48,Bedia,bedia,Bizkaia,País Vasco,-2.8020097,43.2086175,
48016,48,Berango,berango,Bizkaia,País Vasco,-2.9973977,43.360067,
48017,48,Bermeo,bermeo,Bizkaia,País Vasco,-2.7269756,43.4188248,
48018,48,Berriatua,berriatua,Bizkaia,País Vasco,-2.4682816,43.3090367,
48019,48,Berriz,berriz,Bizkaia,País Vasco,-2.5768462,43.1758507,
48020,48,Bilbao,bilbao,Bizkaia,País Vasco,-2.9349852,43.2630126,
48021,48,Busturia,busturia,Bizkaia,País Vasco,-2.6985988,43.3828135,
48901,48,Derio,derio,Bizkaia,País Vasco,-2.8849016,43.2955357,
48026,48,Dima,dima,Bizkaia,País Vasco,-2.7277213,43.138795,
48027,48,Durango,durango,Bizkaia,País Vasco,-2.6313339,43.1711864,
48028,48,Ea,ea,Bizkaia,País Vasco,-2.5845161,43.3808661,
48031,48,Elantxobe,elantxobe,Bizkaia,País Vasco,-2.6397102,43.403103,
48032,48,Elorrio,elorrio,Bizkaia,País Vasco,-2.5423293,43.1295589,
48902,48,Erandio,erandio,Bizkaia,País Vasco,-2.9756534,43.3028593,
48033,48,Ereño,ereno,Bizkaia,País Vasco,-2.6228101,43.3558714,
48034,48,Ermua,ermua,Bizkaia,País Vasco,-2.5037039,43.1873519,
48079,48,Errigoiti,errigoiti,Bizkaia,País Vasco,-2.7249358,43.318613,
48029,48,Etxebarri,etxebarri,Bizkaia,País Vasco,-2.8834532,43.2527737,
48030,48,Etxebarria,etxebarria,Bizkaia,País Vasco,-2.4761591,43.2537606,
48906,48,Forua,forua,Bizkaia,País Vasco,-2.6769639,43.3320613,
48035,48,Fruiz,fruiz,Bizkaia,País Vasco,-2.7840861,43.3279087,
48036,48,Galdakao,galdakao,Bizkaia,País Vasco,-2.8447524,43.2313783,
48037,48,Galdames,galdames,Bizkaia,País Vasco,-3.1077277,43.2584012,
48038,48,Gamiz-Fika,gamiz-fika,Bizkaia,País Vasco,-2.8066185,43.3349577,
48039,48,Garai,garai,Bizkaia,País Vasco,-2.610387,43.1934282,
48040,48,Gatika,gatika,Bizkaia,País Vasco,-2.872228,43.3633071,
48041,48,Gautegiz Arteaga,gautegiz-arteaga,Bizkaia,País Vasco,-2.6539486,43.3518002,
48046,48,Gernika-Lumo,gernika-lumo,Bizkaia,País Vasco,-2.6808403,43.311373,
48044,48,Getxo,getxo,Bizkaia,País Vasco,-3.0081319,43.3387367,
48047,48,Gizaburuaga,gizaburuaga,Bizkaia,País Vasco,-2.5377511,43.3308537,
48042,48,Gordexola,gordexola,Bizkaia,País Vasco,-3.0748899,43.179379,
48043,48,Gorliz,gorliz,Bizkaia,País Vasco,-2.934305,43.413174,
48045,48,Güeñes,guenes,Bizkaia,País Vasco,-3.0952682,43.2099232,
48048,48,Ibarrangelu,ibarrangelu,Bizkaia,País Vasco,-2.631737,43.390355,
48094,48,Igorre,igorre,Bizkaia,País Vasco,-2.7792444,43.1643497,
48049,48,Ispaster,ispaster,Bizkaia,País Vasco,-2.5439819,43.3618594,
48910,48,Iurreta,iurreta,Bizkaia,País Vasco,-2.633813,43.1769783,
48050,48,Izurtza,izurtza,Bizkaia,País Vasco,-2.6443644,43.1472839,
48022,48,Karrantza Harana/Valle de Carranza,karrantza-harana-valle-de-carranza,Bizkaia,País Vasco,-3.3641623,43.2240002,
48907,48,Kortezubi,kortezubi,Bizkaia,País Vasco,-2.6548743,43.3400145,
48051,48,Lanestosa,lanestosa,Bizkaia,País Vasco,-3.4403695,43.2193074,
48052,48,Larrabetzu,larrabetzu,Bizkaia,País Vasco,-2.7960332,43.2609878,
48053,48,Laukiz,laukiz,Bizkaia,País Vasco,-2.9166592,43.3451756,
48054,48,Leioa,leioa,Bizkaia,País Vasco,-2.990057,43.3267036,
48057,48,Lekeitio,lekeitio,Bizkaia,País Vasco,-2.5074163,43.3672101,
48055,48,Lemoa,lemoa,Bizkaia,País Vasco,-2.7751137,43.208637,
48056,48,Lemoiz,lemoiz,Bizkaia,País Vasco,-2.9026256,43.4129291,
48081,48,Lezama,lezama,Bizkaia,País Vasco,-2.8328025,43.2741817,
48903,48,Loiu,loiu,Bizkaia,País Vasco,-2.8977829,43.3046887,
48058,48,Mallabia,mallabia,Bizkaia,País Vasco,-2.5303161,43.1897926,
48059,48,Mañaria,manaria,Bizkaia,País Vasco,-2.6605025,43.1384353,
48060,48,Markina-Xemein,markina-xemein,Bizkaia,País Vasco,-2.49628,43.267298,
48061,48,Maruri-Jatabe,maruri-jatabe,Bizkaia,País Vasco,-2.8721651,43.4020223,
48062,48,Mendata,mendata,Bizkaia,País Vasco,-2.6352267,43.2867837,
48063,48,Mendexa,mendexa,Bizkaia,País Vasco,-2.4851463,43.3459914,
48064,48,Meñaka,menaka,Bizkaia,País Vasco,-2.7988829,43.3485065,
48066,48,Morga,morga,Bizkaia,País Vasco,-2.7524733,43.2996565,
48068,48,Mundaka,mundaka,Bizkaia,País Vasco,-2.7002508,43.408017,
48069,48,Mungia,mungia,Bizkaia,País Vasco,-2.8467037,43.3544186,
48007,48,Munitibar-Arbatzegi Gerrikaitz,munitibar-arbatzegi-gerrikaitz,Bizkaia,País Vasco,-2.592295,43.2657334,
48908,48,Murueta,murueta,Bizkaia,País Vasco,-2.6817726,43.3534739,
48071,48,Muskiz,muskiz,Bizkaia,País Vasco,-3.1138928,43.3226028,
48067,48,Muxika,muxika,Bizkaia,País Vasco,-2.6891316,43.2894723,
48909,48,Nabarniz,nabarniz,Bizkaia,País Vasco,-2.5844348,43.3213208,
48073,48,Ondarroa,ondarroa,Bizkaia,País Vasco,-2.4251947,43.3213386,
48075,48,Orozko,orozko,Bizkaia,País Vasco,-2.9112964,43.1075643,
48083,48,Ortuella,ortuella,Bizkaia,País Vasco,-3.0538639,43.3093399,
48072,48,Otxandio,otxandio,Bizkaia,País Vasco,-2.6553349,43.0430773,
48077,48,Plentzia,plentzia,Bizkaia,País Vasco,-2.9464435,43.4046859,
48078,48,Portugalete,portugalete,Bizkaia,País Vasco,-3.0211969,43.3182479,
48082,48,Santurtzi,santurtzi,Bizkaia,País Vasco,-3.0336586,43.328128,
48084,48,Sestao,sestao,Bizkaia,País Vasco,-3.0072372,43.3093903,
48904,48,Sondika,sondika,Bizkaia,País Vasco,-2.9325785,43.2871618,
48085,48,Sopela,sopela,Bizkaia,País Vasco,-2.9816125,43.3807336,
48086,48,Sopuerta,sopuerta,Bizkaia,País Vasco,-3.1568245,43.2742682,
48076,48,Sukarrieta,sukarrieta,Bizkaia,País Vasco,-2.6965229,43.3948548,
48087,48,Trucios-Turtzioz,trucios-turtzioz,Bizkaia,País Vasco,-3.2565373,43.2716898,
48088,48,Ubide,ubide,Bizkaia,País Vasco,-2.6879671,43.0240916,
48065,48,Ugao-Miraballes,ugao-miraballes,Bizkaia,País Vasco,-2.9013692,43.1828241,
48089,48,Urduliz,urduliz,Bizkaia,País Vasco,-2.9482986,43.3737401,
48074,48,Urduña/Orduña,urduna-orduna,Bizkaia,País Vasco,-3.0101005,42.9938493,
48080,48,Valle de Trápaga-Trapagaran,valle-de-trapaga-trapagaran,Bizkaia,País Vasco,-3.0372333,43.3049937,
48095,48,Zaldibar,zaldibar,Bizkaia,País Vasco,-2.5482725,43.1718509,
48096,48,Zalla,zalla,Bizkaia,País Vasco,-3.1340551,43.2129797,
48905,48,Zamudio,zamudio,Bizkaia,País Vasco,-2.8621286,43.2803457,
48097,48,Zaratamo,zaratamo,Bizkaia,País Vasco,-2.8732983,43.2119499,
48024,48,Zeanuri,zeanuri,Bizkaia,País Vasco,-2.7580701,43.0834307,
48025,48,Zeberio,zeberio,Bizkaia,País Vasco,-2.847737,43.1490751,
48913,48,Zierbena,zierbena,Bizkaia,País Vasco,-3.0817598,43.351296,
48915,48,Ziortza-Bolibar,ziortza-bolibar,Bizkaia,País Vasco,-2.5497101,43.2497137,
49002,49,Abezames,abezames,Zamora,Castilla y León,-5.42734,41.6259443,
49003,49,Alcañices,alcanices,Zamora,Castilla y León,-6.3478677,41.698659,
49004,49,Alcubilla de Nogales,alcubilla-de-nogales,Zamora,Castilla y León,-5.9218196,42.1274422,
49005,49,Alfaraz de Sayago,alfaraz-de-sayago,Zamora,Castilla y León,-5.9839186,41.227813,
49006,49,Algodre,algodre,Zamora,Castilla y León,-5.6044033,41.5664481,
49007,49,Almaraz de Duero,almaraz-de-duero,Zamora,Castilla y León,-5.9165375,41.4748478,
49008,49,Almeida de Sayago,almeida-de-sayago,Zamora,Castilla y León,-6.0718908,41.2676253,
49009,49,Andavías,andavias,Zamora,Castilla y León,-5.8578055,41.5955008,
49010,49,Arcenillas,arcenillas,Zamora,Castilla y León,-5.6859005,41.4553087,
49011,49,Arcos de la Polvorosa,arcos-de-la-polvorosa,Zamora,Castilla y León,-5.6990558,41.9437997,
49012,49,Argañín,arganin,Zamora,Castilla y León,-6.212379,41.4399326,
49013,49,Argujillo,argujillo,Zamora,Castilla y León,-5.5873294,41.3115381,
49014,49,Arquillinos,arquillinos,Zamora,Castilla y León,-5.6569693,41.7093029,
49015,49,Arrabalde,arrabalde,Zamora,Castilla y León,-5.8954138,42.1066322,
49016,49,Aspariegos,aspariegos,Zamora,Castilla y León,-5.5991492,41.6748803,
49017,49,Asturianos,asturianos,Zamora,Castilla y León,-6.4873154,42.0509753,
49018,49,Ayoó de Vidriales,ayoo-de-vidriales,Zamora,Castilla y León,-6.0665956,42.1291139,
49019,49,Barcial del Barco,barcial-del-barco,Zamora,Castilla y León,-5.6628859,41.9326098,
49020,49,Belver de los Montes,belver-de-los-montes,Zamora,Castilla y León,-5.4522276,41.7229172,
49021,49,Benavente,benavente,Zamora,Castilla y León,-5.6784691,42.0028837,
49022,49,Benegiles,benegiles,Zamora,Castilla y León,-5.634623,41.627168,
49023,49,Bermillo de Sayago,bermillo-de-sayago,Zamora,Castilla y León,-6.109632,41.3662173,
49024,49,"Bóveda de Toro, La",boveda-de-toro-la,Zamora,Castilla y León,-5.4109725,41.3430855,
49025,49,Bretó,breto,Zamora,Castilla y León,-5.738539,41.878766,
49026,49,Bretocino,bretocino,Zamora,Castilla y León,-5.7556566,41.8840961,
49027,49,Brime de Sog,brime-de-sog,Zamora,Castilla y León,-6.0474046,42.0605224,
49028,49,Brime de Urz,brime-de-urz,Zamora,Castilla y León,-5.8742975,42.0374504,
49029,49,Burganes de Valverde,burganes-de-valverde,Zamora,Castilla y León,-5.7820009,41.9211127,
49030,49,Bustillo del Oro,bustillo-del-oro,Zamora,Castilla y León,-5.4613993,41.6752928,
49031,49,Cabañas de Sayago,cabanas-de-sayago,Zamora,Castilla y León,-5.7912242,41.3327155,
49032,49,Calzadilla de Tera,calzadilla-de-tera,Zamora,Castilla y León,-6.0831445,41.978446,
49033,49,Camarzana de Tera,camarzana-de-tera,Zamora,Castilla y León,-6.0268967,41.9956086,
49034,49,Cañizal,canizal,Zamora,Castilla y León,-5.3675565,41.1673155,
49035,49,Cañizo,canizo,Zamora,Castilla y León,-5.5026902,41.7695218,
49036,49,Carbajales de Alba,carbajales-de-alba,Zamora,Castilla y León,-5.9978005,41.6529127,
49037,49,Carbellino,carbellino,Zamora,Castilla y León,-6.146071,41.2311628,
49038,49,Casaseca de Campeán,casaseca-de-campean,Zamora,Castilla y León,-5.7477556,41.373619,
49039,49,Casaseca de las Chanas,casaseca-de-las-chanas,Zamora,Castilla y León,-5.6753784,41.4383669,
49040,49,Castrillo de la Guareña,castrillo-de-la-guarena,Zamora,Castilla y León,-5.3252822,41.230087,
49041,49,Castrogonzalo,castrogonzalo,Zamora,Castilla y León,-5.6024329,41.9899406,
49042,49,Castronuevo,castronuevo,Zamora,Castilla y León,-5.542638,41.7204018,
49043,49,Castroverde de Campos,castroverde-de-campos,Zamora,Castilla y León,-5.3148249,41.9696327,
49044,49,Cazurra,cazurra,Zamora,Castilla y León,-5.7043187,41.4157262,
49046,49,Cerecinos de Campos,cerecinos-de-campos,Zamora,Castilla y León,-5.4869569,41.9015722,
49047,49,Cerecinos del Carrizal,cerecinos-del-carrizal,Zamora,Castilla y León,-5.6549972,41.682705,
49048,49,Cernadilla,cernadilla,Zamora,Castilla y León,-6.4177193,42.0206823,
49050,49,Cobreros,cobreros,Zamora,Castilla y León,-6.7025796,42.074013,
49052,49,Coomonte,coomonte,Zamora,Castilla y León,-5.8149476,42.1156645,
49053,49,Coreses,coreses,Zamora,Castilla y León,-5.6208251,41.5475969,
49054,49,Corrales del Vino,corrales-del-vino,Zamora,Castilla y León,-5.7256116,41.3578759,
49055,49,Cotanes del Monte,cotanes-del-monte,Zamora,Castilla y León,-5.291303,41.8172572,
49056,49,Cubillos,cubillos,Zamora,Castilla y León,-5.7391973,41.5741136,
49057,49,Cubo de Benavente,cubo-de-benavente,Zamora,Castilla y León,-6.16463,42.1238883,
49058,49,"Cubo de Tierra del Vino, El",cubo-de-tierra-del-vino-el,Zamora,Castilla y León,-5.710898,41.2554407,
49059,49,Cuelgamures,cuelgamures,Zamora,Castilla y León,-5.657298,41.3071848,
49061,49,Entrala,entrala,Zamora,Castilla y León,-5.7556566,41.4306382,
49062,49,Espadañedo,espadanedo,Zamora,Castilla y León,-6.3950922,42.1168113,
49063,49,Faramontanos de Tábara,faramontanos-de-tabara,Zamora,Castilla y León,-5.8894741,41.8370906,
49064,49,Fariza,fariza,Zamora,Castilla y León,-6.2704647,41.4200487,
49065,49,Fermoselle,fermoselle,Zamora,Castilla y León,-6.3939519,41.316623,
49066,49,Ferreras de Abajo,ferreras-de-abajo,Zamora,Castilla y León,-6.0771864,41.8965996,
49067,49,Ferreras de Arriba,ferreras-de-arriba,Zamora,Castilla y León,-6.1944688,41.8983688,
49068,49,Ferreruela,ferreruela,Zamora,Castilla y León,-6.0716865,41.7663018,
49069,49,Figueruela de Arriba,figueruela-de-arriba,Zamora,Castilla y León,-6.4416864,41.8686905,
49071,49,Fonfría,fonfria-zamora,Zamora,Castilla y León,-6.1387814,41.6361537,
49075,49,Fresno de la Polvorosa,fresno-de-la-polvorosa,Zamora,Castilla y León,-5.7704738,42.0824827,
49076,49,Fresno de la Ribera,fresno-de-la-ribera,Zamora,Castilla y León,-5.567635,41.5283903,
49077,49,Fresno de Sayago,fresno-de-sayago,Zamora,Castilla y León,-5.9707007,41.3185493,
49078,49,Friera de Valverde,friera-de-valverde,Zamora,Castilla y León,-5.8426369,41.9118625,
49079,49,Fuente Encalada,fuente-encalada,Zamora,Castilla y León,-5.9958172,42.1100531,
49080,49,Fuentelapeña,fuentelapena,Zamora,Castilla y León,-5.3821768,41.2518635,
49082,49,Fuentes de Ropel,fuentes-de-ropel,Zamora,Castilla y León,-5.5466348,42.0043798,
